COURSE,COURSE_DESCR_TYPE,EFFDT,DESCRLONG
"2013","GI",7/1/2010,"Microsoft NetMeeting

"
"2080","GI",7/2/2010,"Commerce Server

"
"2104","GI",7/2/2010,"Oracle 9i

"
"2015","GI",7/1/2010,"Administering Win XP

"
"2169","GI",7/2/2010,"Roles and Responsibilities

"
"2201","GI",7/2/2010,"Vocab and Reading

"
"2115","GI",7/2/2010,"Organizational Boundaries

"
"2103","GI",7/2/2010,"Networking And Mgmt

"
"2190","GI",7/2/2010,"HR Process (HRIS)

"
"2074","GI",7/2/2010,"High Perf Teams

"
"2206","GI",7/14/2010,"Workplace Safety

"
"2089","GI",7/2/2010,"Interaction for Success

"
"2081","GI",7/2/2010,"MS Internet Admin. Kit

"
"2098","GI",7/2/2010,"Java 2.1

"
"2096","GI",7/2/2010,"Introduction to HTML

"
"2110","GI",7/2/2010,"Personal Comp Win 2000

"
"2107","GI",7/2/2010,"Personal Computers/XP

"
"2109","GI",7/2/2010,"Internet

"
"2094","GI",7/2/2010,"Crystal Report 8.5

"
"2181","GI",7/2/2010,"Stress Mgmt

"
"2019","GI",7/1/2010,"Analytical & Reasoning

"
"2082","GI",7/2/2010,"Win 2K Network

"
"2142","GI",7/2/2010,"Taking Charge of Change

"
"2093","GI",7/2/2010,"Intro to AutoCAD

"
"2168","GI",7/2/2010,"Effective Stress and Time

"
"2069","GI",7/2/2010,"Leading Others

"
"2048","GI",7/1/2010,"Delegating for Diehards

"
"2049","GI",7/1/2010,"Designing Web Infrastructure

"
"2084","GI",7/2/2010,"Inside Washington

"
"2036","GI",7/1/2010,"Conducting Annual Review

"
"2024","GI",7/1/2010,"Productive w/Windows 95/98

"
"2152","GI",7/2/2010,"Personal Empowerment

"
"2177","GI",7/2/2010,"Special Needs Population

"
"RSP220","GI",1/1/1902,"17 Five Minute Safety - Stress Reduction

This course provides a quick review of important guidelines for reducing stress in the workplace."
"RSP222","GI",1/1/1902,"8 Five Minute Safety - Hand and Portable Power Tools

This course provides a quick review of safety measures with hand and portable tools in the workplace."
"REG242","GI",1/1/1902,"Hlth/Sfty: 4 Dev Plans

This course is designed to give supervisors and other interested employees suggestions and information to consider when developing a plan to manage natural and man-made crises that can affect the workplace."
"RSP205","GI",1/1/1902,"4 Five Minute Safety - Fire Safety: Flammable Liquids

This course provides a quick review of important safety guidelines for handling flammable liquids."
"REG205","GI",1/1/1902,"Hlth/Sfty: 4 Fire Sfty Liquids

This course provides a quick review of important safety guidelines for handling flammable liquids."
"REG202","GI",1/1/1902,"Hlth/Sfty: 7 Diversity 

This course will give the worker an introduction to cultural, generational, and disability diversity that may be present in his/her workplace."
"REG019","GI",1/1/1902,"Hlth/Sfty: 36 Process Safety

This course provides an overview of OSHA standard for Process Safety Management (PSM) of highly hazardous chemicals. Brief overview of all fourteen elements of this program - Process Safety Information, Process Hazard Analysis, Operating Procedures, Employee Participation, Training, Contractors, Pre-Startup Safety Review, Mechanical Integrity, Hot Work Permit, Management of Change (MOC), Incident Investigation, Emergency Response Plan, Compliance Audits and Trade Secrets is provided."
"REG020","GI",1/1/1902,"Hlth/Sfty: 37 RespirProtec

This course provides an overview of respiratory protection in hazardous environment. Types of respirators, selection guidelines, proper use, maintenance and inspection procedures are discussed."
"REG025","GI",1/1/1902,"Hlth/Sfty: 19 HzdWastAware

This course provides an overview of Hazardous Wastes. It defines solid wastes, explains characteristics of solid wastes that make it hazardous and proper handling and storage of Hazardous Wastes."
"REG245","GI",1/1/1902,"Hlth/Sfty: 23 HIPAA

This course is designed to increase the worker's awareness of HIPAA regulations and how they affect the handling of health insurance in the workplace."
"REG078","GI",1/1/1902,"Hlth/Sfty: 55 SCBA

This course provides an overview of Self Contained Breathing Apparatus (SCBA) and its importance during emergencies and hazardous atmospheres. Two types of SCBA are discussed with safety precautions and recommended method for donning SCBA."
"REG085","GI",1/1/1902,"Hlth/Sfty: 63 TxicSubsCntrl 3

This course provides an overview of requirements of Toxic Substance Control Act, TSCA. The basic purpose of this regulation is to prevent the introduction into the US of chemicals which present an unreasonable risk of injury to health or the environment. Basic understanding of this complex regulation is provided in three course sections. This section addresses TSCA requirement that chemical companies maintain records of unusual health and environmental reactions caused by materials they handle. It also addresses procedures a company can implement to ensure TSCA compliance."
"RSP219","GI",1/1/1902,"16 Five Minute Safety - Shoulder Injury Prevention

This course provides a quick review of the measures to alleviate shoulder injuries in the workplace."
"REG163","GI",1/1/1902,"Hlth/Sfty: 20 Distillation

This course will give the worker some basic information about the distillation process which is used in petroleum refineries and many chemical plants."
"REG119","GI",1/1/1902,"Hlth/Sfty: 25 Fire Safety

All businesses should have fire safety as a top priority. Good planning for fire emergencies includes fire prevention programs, fire-fighting training for employees, and specific evacuation plans. This course reinforces these ideas."
"REG069","GI",1/1/1902,"Hlth/Sfty: 29 Hydrogen Sulfide

This course provides an overview of working safely with Hydrogen Sulfide (H2S). Topics covered are H2S formation chemistry and physical properties, personal protective equipment for H2S, precautions to take when working with H2S, and rescue and first aid including artificial respiration and CPR."
"REG135","GI",1/1/1902,"Hlth/Sfty: 48 Radiation Sfty

This course will inform the worker about radiation terminology, regulating agencies, sources, risks, and protection strategies."
"REG111","GI",1/1/1902,"Hlth/Sfty: 58 Styrene

Styrene is a dangerous chemical that exposes workers to health problems, especially relating to the central nervous system. Some agencies believe that styrene is potentially carcinogenic. This course provides workers with information on the properties, health hazards, and suggestions for safety measures to use with this chemical."
"REG082","GI",1/1/1902,"Hlth/Sfty: 65 WHMIS

This course provides an overview of Canada's hazard communication standard, Workplace Hazardous Materials Information System (WHMIS). Key elements of the standard, Labeling, Material Safety Data Sheets (MSDS) and Worker Education are discussed."
"REG140","GI",1/1/1902,"Hlth/Sfty: 10 Carcinogens

This course will inform workers about the dangers of carcinogens and control measures to use when working with carcinogenic materials."
"REG141","GI",1/1/1902,"Hlth/Sfty: 15 Compressed Gas

This course will inform the worker about the hazards of compressed gas and protective measures to use when handling and storing compressed gas cylinders."
"REG072","GI",1/1/1902,"Hlth/Sfty: 32 Knife Safety

This course provides an overview of safe use of knife. Topics covered are safety precautions, importance of First Aid, knife maintenance and selecting right knife for the job."
"REG157","GI",1/1/1902,"Hlth/Sfty: 34 OSHA Rcrd Keep

This course will introduce workers to OSHA's standard relating to recordkeeping - using Form 300, Form 301, and Form 300A. Reporting criteria and employee involvement are presented."
"PB009","GI",1/1/1902,"Coaching(Vd):3 Mentor

Mentoring relationships help improve productivity by enhancing the performance of employees. During this program, you'll learn the organizational benefits of mentoring and the qualifications for becoming a mentor. You'll also be provided the steps involved in creating a mentor relationship."
"PB023","GI",1/1/1902,"Cmmunction: 12 Apology at Work

Sometimes at work, we have to express genuine regret for what happened. The trick is to use the right words and the right delivery. Watch as Bob Rosner, founder and syndicated columnist of Working Wounded, discusses how to name your mistake and accept responsibility for your actions."
"COMC06","GI",1/1/1902,"Computing Concepts:  6 Managin

This course provides an overview of managing data."
"C1CD01","GI",1/1/1902,"Career Development (Videos):  

This course provides information on reconditioning yourself for success."
"PB004","GI",1/1/1902,"Career Development (Videos):  

You are the main influencer of your career. Therefore, you need to know how to put together clear strategies for your development. During this program, you'll learn the steps of career development and the influence strategies to help you stay on track to reach your goals. In addition, you'll learn how to influence others to help make your development and career plans a reality."
"L_BI04","GI",1/1/1902,"CBAP v2: 4 Enterprise Analy

This course discusses the activities and processes in the Enterprise Analysis knowledge area of the CBAP examination. Business analysts work with executives, functional managers, project managers, and both internal and external clients to determine the optimum investments for new projects and opportunities. The goal of Enterprise Analysis is to capture the current state of an organization and then to frame the desired future state of an organization."
